Geneid	Geneid	19_4_WT_SN_1_	20_4_WT_SN_1_	26_4_WT_SN_1_	18_4_SN_1_	19_4_WT_ON_	20_4_WT_ON_	18_4_ON_	26_4_WT_ON_	SPF_8w_F_2	SPF_8w_F_5	SPF_8w_F_4	SPF_8w_F_3	SPF_8w_F_1
Gm9121	Gm9121	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9124	Gm9124	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37085	Gm37085	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9125	Gm9125	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37081	Gm37081	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10697	Gm10697	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37778	Gm37778	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37155	Gm37155	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5542	Gm5542	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9131	Gm9131	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37882	Gm37882	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5543	Gm5543	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37001	Gm37001	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16560	Gm16560	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10696	Gm10696	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5286	Gm5286	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16584	Gm16584	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4982	Gm4982	0	0	0	0	1	0	0	0	0	0	0	0	0
Gm9141	Gm9141	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4778	Gm4778	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16561	Gm16561	0	0	0	0	0	0	0	0	0	0	0	0	0
Them4	Them4	165	192	91	160	72	110	135	82	176	277	199	343	197
Gm43743	Gm43743	0	1	0	0	2	0	0	0	0	0	1	0	1
Them5	Them5	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36070	Gm36070	0	0	0	0	0	0	0	0	0	0	0	0	0
C2cd4d	C2cd4d	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43306	Gm43306	0	0	0	1	0	0	0	0	0	0	0	0	0
Rorc	Rorc	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43401	Gm43401	0	0	0	0	0	0	0	0	0	0	0	0	0
Lingo4	Lingo4	0	0	0	3	0	0	0	0	0	0	0	0	0
1700040D17Rik	1700040D17Rik	4	0	5	0	0	0	9	0	0	0	0	0	5
Tdrkh	Tdrkh	579	304	544	348	593	438	560	264	242	584	379	538	542
Gm42463	Gm42463	1	0	4	0	0	10	1	0	184	53	13	29	40
Gm42464	Gm42464	0	0	0	0	0	0	0	0	0	0	0	5	0
Oaz3	Oaz3	0	4	1	11	0	4	2	2	50	19	4	14	18
Mrpl9	Mrpl9	361	391	270	508	372	423	423	320	246	598	593	577	557
Gm30023	Gm30023	2	3	2	1	0	2	0	2	1	1	0	0	0
Riiad1	Riiad1	0	0	0	2	0	0	0	0	33	5	0	2	1
Celf3	Celf3	2	4	0	3	0	17	0	6	38	77	11	17	17
Snx27	Snx27	711	541	639	659	386	308	265	490	475	1698	1251	1116	985
Gm43773	Gm43773	0	0	0	0	0	0	0	0	25	0	8	0	7
Gm43774	Gm43774	2	0	4	12	18	4	0	1	49	84	3	9	14
Gm43768	Gm43768	0	4	0	0	0	10	0	0	4	21	0	4	0
Gm15235	Gm15235	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl31-ps11	Rpl31-ps11	0	0	0	5	0	1	1	1	3	0	0	1	0
Tuft1	Tuft1	456	536	304	248	170	144	223	205	2	146	40	85	112
Gm10972	Gm10972	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15234	Gm15234	0	0	0	0	0	2	0	0	0	0	0	0	0
BC021767	BC021767	0	0	0	0	0	0	0	0	1	0	0	0	0
Selenbp2	Selenbp2	7	8	4	0	0	0	2	0	0	1	0	0	1
Gm15264	Gm15264	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm43711	Gm43711	0	0	0	0	0	0	0	0	0	0	0	0	0
Cgn	Cgn	0	0	0	3	0	1	2	0	0	0	1	5	0
Gm15263	Gm15263	0	0	0	0	0	0	0	0	0	0	0	0	0
Pogz	Pogz	116	150	242	212	339	241	250	219	503	888	373	499	411
Psmb4	Psmb4	2200	2239	1693	2243	3320	3169	2976	2280	1752	2783	1721	1856	1878
Gm26279	Gm26279	0	0	0	0	0	0	0	0	0	0	0	0	0
Selenbp1	Selenbp1	2552	1806	1625	1943	226	252	272	344	88	271	152	303	142
Rfx5	Rfx5	38	34	66	0	91	109	179	203	114	306	213	245	376
B230398E01Rik	B230398E01Rik	0	0	0	0	0	0	0	0	2	0	0	0	0
Pi4kb	Pi4kb	102	156	94	112	144	113	131	116	181	290	376	458	423
A730011C13Rik	A730011C13Rik	4	42	0	1	3	0	0	0	20	7	24	15	13
Gm15265	Gm15265	0	1	1	2	0	4	3	0	9	3	1	2	2
Mir7013	Mir7013	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp687	Zfp687	13	87	66	36	121	163	89	153	295	67	508	509	480
4930481B07Rik	4930481B07Rik	12	0	0	0	28	5	0	0	10	0	4	0	9
Psmd4	Psmd4	2454	1907	1698	2185	2740	2508	3451	2410	1978	3923	2635	2568	2995
Pip5k1a	Pip5k1a	360	303	261	400	371	328	203	349	402	410	463	574	281
Gm24920	Gm24920	0	0	0	0	0	2	0	0	4	5	0	0	1
Gm22301	Gm22301	0	0	0	0	0	1	0	0	0	0	0	0	0
Vps72	Vps72	597	459	466	659	824	823	797	726	425	1846	1171	1152	1160
Tmod4	Tmod4	0	13	0	0	1	0	0	0	5	0	4	0	0
Scnm1	Scnm1	377	147	203	313	523	587	546	559	437	935	577	657	492
Lysmd1	Lysmd1	11	15	7	5	20	11	18	14	35	53	30	53	25
Mir8099-2	Mir8099-2	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnfaip8l2	Tnfaip8l2	1245	703	736	880	2261	2318	1801	2147	4360	10618	6822	7998	6701
Gm9169	Gm9169	22	5	11	4	12	15	22	5	10	27	19	27	18
Sema6c	Sema6c	0	0	5	5	24	50	24	26	9	6	25	41	70
Gabpb2	Gabpb2	61	229	184	203	59	87	80	141	134	86	108	254	115
Gm16740	Gm16740	15	5	8	3	8	17	4	36	14	12	12	22	16
Mllt11	Mllt11	56	133	90	158	60	69	73	122	177	76	97	123	114
Cdc42se1	Cdc42se1	3419	2269	2531	2752	4511	4395	4655	3677	1179	4243	3828	4967	4276
Gm128	Gm128	0	0	5	0	3	25	20	10	92	60	43	61	61
Bnipl	Bnipl	0	0	0	0	1	0	0	0	11	0	0	0	0
Prune	Prune	112	21	86	134	188	98	97	94	147	227	194	331	283
Fam63a	Fam63a	790	772	722	981	222	174	223	279	184	348	280	445	384
Anxa9	Anxa9	81	63	31	87	28	27	43	0	5	27	20	49	0
6330562C20Rik	6330562C20Rik	16	21	18	22	19	13	10	10	4	7	4	10	3
Cers2	Cers2	4540	3979	3894	3496	3834	3559	3561	3534	1502	5517	6397	7279	7003
Setdb1	Setdb1	417	108	353	233	151	223	233	459	425	666	985	1853	1526
Gm42578	Gm42578	0	0	0	0	0	0	0	7	0	0	0	0	0
Gm37500	Gm37500	0	0	0	0	0	0	0	1	3	4	8	7	8
4930558C23Rik	4930558C23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5070	Gm5070	1	3	1	0	1	2	3	1	2	1	1	1	0
Gm9173	Gm9173	0	0	0	0	0	1	0	1	0	0	0	0	0
Gm4349	Gm4349	5	8	1	1	0	1	0	1	3	0	3	0	1
Arnt	Arnt	867	789	1087	1223	769	517	537	605	456	1207	1349	1980	1472
Gm42672	Gm42672	4	17	2	0	25	8	0	0	0	0	8	1	9
Ctsk	Ctsk	31	0	0	0	0	0	3	0	0	0	5	1	0
Ctss	Ctss	52292	43844	38651	50252	499428	434943	473620	337449	88618	238625	217634	263909	243690
Hmgb1-ps5	Hmgb1-ps5	17	6	11	7	24	39	41	27	279	164	27	50	56
Hormad1	Hormad1	0	0	0	5	0	0	0	0	0	3	0	3	0
Golph3l	Golph3l	374	453	433	469	234	489	265	278	585	398	1451	2144	1534
Gm42671	Gm42671	0	10	20	0	37	9	0	0	2	88	57	57	15
Rps10-ps1	Rps10-ps1	12	18	16	11	21	14	9	12	19	26	7	12	16
Ensa	Ensa	3368	3392	3130	3108	2787	2245	2377	1570	736	1457	1100	1628	1577
E330034L11Rik	E330034L11Rik	24	22	4	3	3	9	0	3	231	30	2	13	3
Mcl1	Mcl1	54357	53810	47747	51674	58746	54144	50906	42576	2439	8310	8541	11950	9155
Adamtsl4	Adamtsl4	43	98	73	70	43	12	1	15	3	1	0	0	9
Ecm1	Ecm1	6995	4029	4999	5020	414	241	343	574	2	75	26	16	2
Mir7014	Mir7014	0	0	0	0	0	0	0	0	0	0	0	0	0
Tars2	Tars2	209	249	303	406	581	639	623	539	157	398	615	788	795
Rprd2	Rprd2	189	132	212	239	199	168	123	159	260	686	289	527	351
Gm43436	Gm43436	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26361	Gm26361	0	0	0	0	0	0	0	0	0	5	0	0	0
Gm17815	Gm17815	7	0	2	1	0	0	0	3	9	17	5	0	0
Prpf3	Prpf3	449	436	345	505	556	669	522	384	296	685	536	688	528
Gm26594	Gm26594	0	0	1	0	0	0	0	0	6	0	4	1	0
Mrps21	Mrps21	370	342	394	592	543	399	481	369	447	808	306	383	385
C920021L13Rik	C920021L13Rik	8	9	22	22	61	39	7	10	284	162	33	73	98
Ciart	Ciart	301	320	222	644	16	99	64	55	28	80	13	13	54
BC028528	BC028528	1482	1703	1264	1827	1491	1454	1273	1061	716	1397	819	854	892
Aph1a	Aph1a	43	43	44	42	56	76	61	34	81	135	125	154	163
Car14	Car14	0	0	0	0	16	0	0	0	0	0	1	0	0
Anp32e	Anp32e	2871	2919	2508	2741	2763	2493	2498	2695	531	1381	2226	2788	2181
Gm43375	Gm43375	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20940	Gm20940	0	0	0	0	0	0	0	0	0	0	0	0	1
Plekho1	Plekho1	1105	910	894	1293	2843	3030	2688	2536	4205	8989	3745	4695	3922
Vps45	Vps45	517	560	458	748	607	502	627	540	258	451	557	770	721
Gm43554	Gm43554	0	0	0	0	0	0	0	0	0	0	0	0	0
Otud7b	Otud7b	55	281	164	271	381	304	125	269	371	311	515	680	567
Mtmr11	Mtmr11	218	207	187	233	0	6	27	55	2	4	6	15	2
Gm17690	Gm17690	10	1	3	27	15	11	3	33	24	2	11	13	5
Sf3b4	Sf3b4	210	192	194	322	564	519	500	417	233	777	605	712	652
Gm22027	Gm22027	0	0	0	0	2	0	0	0	0	0	5	1	0
Sv2a	Sv2a	12	0	13	31	74	87	87	242	258	419	214	408	245
Bola1	Bola1	135	159	115	117	197	195	206	149	358	642	307	297	325
Gm15444	Gm15444	0	0	0	0	0	0	0	0	0	0	0	0	0
Hist2h2ab	Hist2h2ab	0	0	1	0	0	0	0	1	0	0	1	0	0
Hist2h2ac	Hist2h2ac	2	5	0	1	0	6	2	3	5	15	1	4	4
Gm44492	Gm44492	0	0	0	0	0	0	0	0	0	0	0	0	0
Hist2h2be	Hist2h2be	87	161	209	291	72	79	33	79	32	209	212	104	199
Hist2h3c2	Hist2h3c2	0	3	0	1	11	0	3	2	5	26	3	9	12
Gm20632	Gm20632	3	48	23	2	6	13	23	15	22	14	20	57	51
Hist2h2aa2	Hist2h2aa2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC125099.2	AC125099.2	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20633	Gm20633	1	1	18	0	0	1	0	0	6	5	4	36	1
Hist2h2aa1	Hist2h2aa1	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20634	Gm20634	0	0	0	0	1	0	0	0	0	3	0	0	0
AC125099.1	AC125099.1	0	0	0	0	0	0	0	0	0	0	0	0	0
Hist2h3c1	Hist2h3c1	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20627	Gm20627	0	2	16	6	0	0	0	9	0	0	0	0	0
Hist2h4	Hist2h4	7	0	9	1	2	2	0	40	67	85	21	4	3
Gm38227	Gm38227	3	0	0	0	10	7	0	52	15	16	2	16	15
Gm20628	Gm20628	6	10	0	1	9	7	17	15	8	64	13	4	20
Hist2h3b	Hist2h3b	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42743	Gm42743	0	11	4	0	0	1	0	2	1	0	0	0	0
Hist2h2bb	Hist2h2bb	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcgr1	Fcgr1	3654	2922	3218	3612	8065	7058	6583	5642	5277	14103	8819	10348	9723
Gm24830	Gm24830	0	0	0	0	0	0	0	0	0	0	0	0	0
Platr30	Platr30	0	0	0	1	0	0	0	0	0	0	0	0	0
Gm26553	Gm26553	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnu1b1	Rnu1b1	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnu1b2	Rnu1b2	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm17575	Gm17575	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26689	Gm26689	0	0	0	0	0	0	0	0	0	0	0	0	0
4930477E14Rik	4930477E14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26654	Gm26654	0	0	0	0	0	0	0	0	0	0	0	0	0
Pafah1b1-ps1	Pafah1b1-ps1	0	0	1	0	1	1	1	1	0	0	1	1	0
Gm21960	Gm21960	0	3	0	0	0	0	0	0	0	34	0	0	11
Terc	Terc	0	0	0	0	0	0	0	0	2	1	0	0	0
Gm24136	Gm24136	1	0	0	3	0	0	1	0	1	0	0	0	0
BC107364	BC107364	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm26232	Gm26232	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9207	Gm9207	0	0	0	0	0	0	0	0	1	0	1	0	0
Gm10685	Gm10685	0	0	0	0	0	0	0	0	0	0	1	0	0
Rnu1b6	Rnu1b6	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43534	Gm43534	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28001	Gm28001	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25890	Gm25890	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22614	Gm22614	0	0	0	0	0	0	0	0	0	0	0	0	0
Hfe2	Hfe2	0	0	0	0	0	0	0	0	0	0	2	0	0
Gm15441	Gm15441	8	17	8	0	11	3	5	0	22	0	0	3	0
Txnip	Txnip	4976	4974	5644	6659	2530	3080	2381	4696	4779	14443	13765	18942	17636
Gm16253	Gm16253	5	11	2	12	3	1	2	0	0	7	5	0	1
Polr3gl	Polr3gl	136	144	128	170	218	116	124	109	100	294	95	107	79
Ankrd34a	Ankrd34a	0	0	0	0	0	0	0	0	1	15	0	3	4
Lix1l	Lix1l	30	7	16	14	26	12	5	12	46	67	15	36	39
6330549D23Rik	6330549D23Rik	0	36	3	4	3	2	2	4	62	189	11	16	11
Rbm8a	Rbm8a	939	1005	993	986	1736	1292	1309	1071	803	1577	1089	1246	1210
Pex11b	Pex11b	269	322	288	427	373	485	432	483	470	1300	976	1488	1097
Gm42957	Gm42957	0	2	0	0	0	0	0	2	9	3	0	0	0
Itga10	Itga10	0	0	0	6	0	0	4	0	0	0	3	0	0
Rpl21-ps11	Rpl21-ps11	0	0	0	1	0	0	0	1	0	0	2	0	0
Ankrd35	Ankrd35	2	3	1	0	0	0	0	0	0	0	0	0	0
Pias3	Pias3	91	158	117	132	68	77	93	222	242	450	323	292	385
Nudt17	Nudt17	39	14	5	17	27	31	0	5	8	0	2	0	0
Polr3c	Polr3c	598	475	396	559	709	811	604	698	404	709	437	582	601
Gm22581	Gm22581	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42783	Gm42783	11	12	16	3	5	8	17	34	128	103	34	50	21
Rnf115	Rnf115	1781	1852	1365	1307	1499	1669	1695	1047	877	1998	2027	2492	2026
Gm42782	Gm42782	0	0	0	0	0	0	0	0	0	16	4	1	0
Cd160	Cd160	0	1	0	2	0	0	0	0	0	0	0	14	4
Pdzk1	Pdzk1	0	0	0	1	0	0	0	0	0	0	0	1	0
4930442L01Rik	4930442L01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr89	Gpr89	332	208	230	296	509	542	444	402	292	1078	850	871	738
Gja5	Gja5	2	0	0	1	10	4	0	0	5	0	5	2	7
Gja8	Gja8	0	0	0	0	0	0	0	0	0	0	0	0	0
9230114J08Rik	9230114J08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43734	Gm43734	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43222	Gm43222	1	2	0	1	1	3	1	1	0	3	0	3	2
Gm24435	Gm24435	0	0	0	0	0	0	0	0	0	0	0	0	0
Acp6	Acp6	536	334	524	582	681	959	627	910	266	672	720	931	694
Bcl9	Bcl9	37	58	31	178	200	147	69	111	778	689	269	415	455
Gm42508	Gm42508	0	0	0	0	0	0	0	0	56	49	22	0	15
Gm43073	Gm43073	0	0	0	0	0	0	0	0	1	17	2	5	0
Olfr1402	Olfr1402	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43074	Gm43074	0	0	0	0	0	0	0	0	0	0	0	0	0
Chd1l	Chd1l	303	221	345	296	364	275	331	290	176	268	264	293	156
Gm43075	Gm43075	0	4	1	21	1	1	1	0	82	172	53	106	84
Fmo5	Fmo5	421	345	628	428	524	500	381	640	246	642	603	998	733
Prkab2	Prkab2	298	123	250	112	365	155	146	168	100	80	35	37	69
Gm17651	Gm17651	0	0	0	0	0	0	0	0	0	0	0	0	3
Pde4dip	Pde4dip	128	99	137	200	905	1081	748	762	735	1897	1681	2347	2510
Mir7225	Mir7225	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43076	Gm43076	0	0	5	0	2	1	25	8	3	25	6	13	10
Gm15999	Gm15999	0	0	0	3	0	0	0	0	0	0	0	0	0
Sec22b	Sec22b	1658	1760	1469	1862	2259	2181	2230	1928	1169	1828	2152	2485	2037
Gm5544	Gm5544	1	1	10	36	0	0	2	3	8	18	9	28	25
Notch2	Notch2	524	842	760	642	260	261	214	716	721	2110	1289	1788	1655
Gm42819	Gm42819	7	17	12	18	0	3	0	0	80	80	23	5	0
Gm42820	Gm42820	4	7	21	3	3	4	3	4	148	97	21	22	51
Adam30	Adam30	1	11	0	0	27	0	0	0	0	0	0	0	0
Gm9771	Gm9771	0	0	0	0	0	0	0	0	0	0	2	1	0
Reg4	Reg4	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42821	Gm42821	0	0	0	0	0	0	0	0	0	0	0	0	0
Hmgcs2	Hmgcs2	16	31	1	0	0	1	0	2	0	0	0	0	0
Gm43189	Gm43189	1	0	1	7	1	0	0	0	2	0	0	0	0
Phgdh	Phgdh	18	1	5	8	510	581	589	417	303	1103	863	1111	828
Zfp697	Zfp697	0	0	1	0	33	75	81	36	331	437	306	386	193
Gm4450	Gm4450	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43190	Gm43190	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19210	Gm19210	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsd3b4	Hsd3b4	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19211	Gm19211	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10681	Gm10681	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5853	Gm5853	0	2	2	5	1	0	3	2	4	1	2	2	0
Gm9678	Gm9678	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsd3b5	Hsd3b5	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12399	Gm12399	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12400	Gm12400	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsd3b2	Hsd3b2	0	0	0	0	0	0	0	0	1	0	0	0	0
Hsd3b3	Hsd3b3	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsd3b6	Hsd3b6	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12427	Gm12427	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12428	Gm12428	0	4	1	0	13	4	1	4	1	6	6	6	5
Gm12431	Gm12431	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12432	Gm12432	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12433	Gm12433	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsd3b1	Hsd3b1	0	0	0	0	0	0	0	0	0	0	0	0	0
Hao2	Hao2	0	0	0	0	0	0	0	0	0	0	0	0	0
5730437C11Rik	5730437C11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12440	Gm12440	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12441	Gm12441	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22341	Gm22341	0	0	0	0	0	0	0	0	0	0	1	0	0
Gm24216	Gm24216	0	0	0	0	0	0	0	0	0	0	0	0	0
Wars2	Wars2	102	118	127	21	90	20	155	39	146	182	199	221	331
Gm43024	Gm43024	0	29	1	0	19	0	0	2	1	11	58	59	65
Gm18982	Gm18982	1	0	0	0	0	0	0	0	6	0	0	0	0
Mir6481	Mir6481	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42717	Gm42717	0	44	1	0	0	0	0	0	14	0	20	14	1
Tbx15	Tbx15	0	9	1	3	0	0	0	0	0	0	0	0	0
Gm43120	Gm43120	0	0	2	0	0	0	0	0	0	0	0	0	0
Gm12449	Gm12449	0	0	0	0	0	0	0	0	0	0	0	0	0
M6pr-ps	M6pr-ps	4	6	2	3	5	2	0	2	3	5	6	8	6
Gm12448	Gm12448	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22505	Gm22505	0	0	0	0	0	0	0	0	0	0	0	0	0
Spag17	Spag17	0	0	0	8	0	0	0	0	0	0	0	0	0
Rpl36-ps7	Rpl36-ps7	0	0	0	0	0	0	0	0	0	0	0	0	0
Tra2b-ps	Tra2b-ps	0	0	0	0	0	0	0	0	0	0	0	0	0
Spag17os	Spag17os	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr3	Wdr3	1285	612	631	718	1098	1032	1123	801	205	957	1120	1476	1496
Gdap2	Gdap2	464	609	562	1041	1236	1045	1318	922	668	1328	1462	1351	1363
Gm25802	Gm25802	0	0	0	1	0	0	0	0	0	0	0	0	0
Gm12464	Gm12464	0	1	0	0	2	0	4	1	6	0	3	1	1
4930406D18Rik	4930406D18Rik	0	0	0	0	4	0	0	0	0	0	0	0	0
Gm43121	Gm43121	0	0	0	0	1	13	0	20	0	0	0	0	0
Fam46c	Fam46c	512	310	408	322	7268	6886	8149	6642	1910	4171	5422	6212	5343
Gm12474	Gm12474	0	0	0	0	1	0	0	2	0	0	0	0	0
Gm42868	Gm42868	0	0	0	0	0	0	0	0	0	4	0	0	0
Man1a2	Man1a2	341	550	504	437	2123	1639	1434	1231	3335	4619	4087	5566	4636
Gm43466	Gm43466	0	1	0	0	41	0	0	0	67	82	12	5	53
Gm42869	Gm42869	0	0	0	0	5	0	0	9	21	14	0	16	9
Gm43462	Gm43462	1	25	9	1	12	1	1	26	602	372	93	138	88
Gm43463	Gm43463	0	0	0	0	2	0	0	0	49	0	0	0	1
Gm12485	Gm12485	0	0	0	0	0	0	0	0	18	0	0	0	0
Gm43464	Gm43464	0	12	4	0	17	9	15	5	30	24	30	21	11
Gm23465	Gm23465	0	0	0	0	0	0	0	0	0	0	0	0	0
Vtcn1	Vtcn1	0	0	0	1	0	0	0	0	0	0	0	0	0
Trim45	Trim45	48	1	0	1	16	12	4	18	89	39	17	20	22
Ttf2	Ttf2	68	33	89	56	129	129	208	218	215	445	105	214	397
Gm12488	Gm12488	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd101	Cd101	48	27	64	35	228	251	155	105	99	203	198	169	182
Ptgfrn	Ptgfrn	29	49	0	7	223	54	99	138	36	152	53	62	96
Gm43465	Gm43465	0	0	0	0	0	0	0	0	6	1	0	0	0
Gm12486	Gm12486	0	0	0	0	0	0	0	0	0	0	0	0	0
Tpt1-ps1	Tpt1-ps1	0	0	0	0	0	0	1	0	2	0	0	0	2
Gm12490	Gm12490	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd2	Cd2	260	170	141	220	0	7	6	2	0	0	0	0	0
Gm10355	Gm10355	0	1	0	0	0	0	0	0	0	0	0	0	0
Gm43467	Gm43467	0	0	0	0	0	0	2	0	2	0	1	0	0
Igsf3	Igsf3	4	0	8	0	0	0	0	0	2	0	0	0	1
Gm42939	Gm42939	1	0	0	0	1	0	0	0	0	0	0	0	0
Gm42938	Gm42938	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42538	Gm42538	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp1a1	Atp1a1	2265	3235	2553	3609	2714	2855	2893	2639	1392	3559	2458	3480	3136
Gm42937	Gm42937	6	1	2	0	7	3	0	0	7	0	0	0	0
Gm42941	Gm42941	9	3	13	0	0	2	12	0	0	0	0	0	0
Gm43135	Gm43135	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43134	Gm43134	0	0	0	0	0	0	0	0	0	0	0	0	0
Mab21l3	Mab21l3	84	55	81	148	0	0	0	10	0	0	0	0	0
Slc22a15	Slc22a15	86	143	74	135	0	18	32	65	20	0	0	0	12
Nhlh2	Nhlh2	0	0	0	13	0	0	0	0	0	0	0	0	3
Gm43243	Gm43243	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm18894	Gm18894	0	0	0	0	0	0	0	0	0	0	0	0	0
Casq2	Casq2	0	0	8	8	0	0	0	0	0	0	0	0	0
Gm43244	Gm43244	0	0	0	0	0	0	0	0	0	0	0	0	0
4632404M16Rik	4632404M16Rik	0	0	0	0	1	0	0	0	0	0	0	0	0
Vangl1	Vangl1	1	0	31	0	0	52	76	6	39	141	295	177	309
Gm16160	Gm16160	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43241	Gm43241	0	0	0	0	0	0	0	0	0	0	0	0	0
A230001M10Rik	A230001M10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43242	Gm43242	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43245	Gm43245	1	0	0	3	0	0	1	1	3	1	0	2	0
Ngf	Ngf	0	0	0	0	0	0	0	0	0	0	0	1	0
Gm42679	Gm42679	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42678	Gm42678	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19202	Gm19202	2	0	0	4	0	0	0	0	2	1	1	0	0
Gm42677	Gm42677	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42682	Gm42682	0	0	0	0	0	0	0	0	0	0	6	0	0
Tspan2os	Tspan2os	0	0	0	0	0	0	0	0	0	0	0	0	0
Tspan2	Tspan2	0	20	0	51	0	18	8	44	1	0	0	0	0
Tshb	Tshb	0	0	0	3	0	0	0	0	0	0	0	0	0
Gm42681	Gm42681	0	0	0	0	0	0	0	0	0	0	0	0	0
Sycp1	Sycp1	0	0	0	1	0	0	0	0	0	0	0	0	0
Gm42816	Gm42816	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33952	Gm33952	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33866	Gm33866	0	0	0	0	0	0	0	0	0	0	0	0	0
Nr1h5	Nr1h5	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22826	Gm22826	0	0	0	0	0	0	0	0	0	0	0	0	0
